,id,organization_id,url,type,species,breeds,colors,age,gender,size,coat,attributes,environment,tags,name,description,photos,status,status_changed_at,published_at,distance,contact,_links
10,47054116,CA701,https://www.petfinder.com/dog/norman-47054116/ca/santa-maria/santa-maria-valley-humane-society-ca701/?referrer_id=6f25b89d-d20b-416b-95e8-c6d156528f1b,Dog,Dog,"{'primary': 'Chihuahua', 'secondary': 'Mixed Breed', 'mixed': True, 'unknown': False}","{'primary': None, 'secondary': None, 'tertiary': None}",Adult,Male,Small,,"{'spayed_neutered': True, 'house_trained': True, 'declawed': None, 'special_needs': True, 'shots_current': False}","{'children': False, 'dogs': True, 'cats': True}",[],norman,,[],adoptable,2020-01-08T03:06:17+0000,2020-01-08T03:06:17+0000,,"{'email': 'adoptions@smvhs.org', 'phone': '(805) 349-3435', 'address': {'address1': '1687 W Stowell Rd', 'address2': None, 'city': 'Santa Maria', 'state': 'CA', 'postcode': '93458', 'country': 'US'}}","{'self': {'href': '/v2/animals/47054116'}, 'type': {'href': '/v2/types/dog'}, 'organization': {'href': '/v2/organizations/ca701'}}"
11,47054117,CA701,https://www.petfinder.com/dog/bear-47054117/ca/santa-maria/santa-maria-valley-humane-society-ca701/?referrer_id=6f25b89d-d20b-416b-95e8-c6d156528f1b,Dog,Dog,"{'primary': 'Shepherd', 'secondary': 'Mixed Breed', 'mixed': True, 'unknown': False}","{'primary': None, 'secondary': None, 'tertiary': None}",Adult,Male,Large,,"{'spayed_neutered': True, 'house_trained': False, 'declawed': None, 'special_needs': False, 'shots_current': False}","{'children': None, 'dogs': None, 'cats': None}",[],bear,,[],adoptable,2020-01-08T03:06:17+0000,2020-01-08T03:06:17+0000,,"{'email': 'adoptions@smvhs.org', 'phone': '(805) 349-3435', 'address': {'address1': '1687 W Stowell Rd', 'address2': None, 'city': 'Santa Maria', 'state': 'CA', 'postcode': '93458', 'country': 'US'}}","{'self': {'href': '/v2/animals/47054117'}, 'type': {'href': '/v2/types/dog'}, 'organization': {'href': '/v2/organizations/ca701'}}"
12,47054105,NV16,https://www.petfinder.com/dog/hashtag-47054105/nv/reno/spca-of-northern-nevada-nv16/?referrer_id=6f25b89d-d20b-416b-95e8-c6d156528f1b,Dog,Dog,"{'primary': 'Labrador Retriever', 'secondary': 'Mixed Breed', 'mixed': True, 'unknown': False}","{'primary': None, 'secondary': None, 'tertiary': None}",Baby,Male,Small,,"{'spayed_neutered': True, 'house_trained': False, 'declawed': None, 'special_needs': False, 'shots_current': False}","{'children': None, 'dogs': None, 'cats': None}",[],hashtag,My name is Hashtag!I&amp;#39;m a puppy and I need lots of socializing and training! I&amp;#39;m still learning about life and...,[],adoptable,2020-01-08T03:06:15+0000,2020-01-08T03:06:15+0000,,"{'email': 'info@spcanevada.org', 'phone': '775-324-7773', 'address': {'address1': '4950 Spectrum Blvd', 'address2': None, 'city': 'Reno', 'state': 'NV', 'postcode': '89512', 'country': 'US'}}","{'self': {'href': '/v2/animals/47054105'}, 'type': {'href': '/v2/types/dog'}, 'organization': {'href': '/v2/organizations/nv16'}}"
13,47054106,NV16,https://www.petfinder.com/dog/twitter-47054106/nv/reno/spca-of-northern-nevada-nv16/?referrer_id=6f25b89d-d20b-416b-95e8-c6d156528f1b,Dog,Dog,"{'primary': 'Labrador Retriever', 'secondary': 'Mixed Breed', 'mixed': True, 'unknown': False}","{'primary': None, 'secondary': None, 'tertiary': None}",Baby,Male,Small,,"{'spayed_neutered': True, 'house_trained': False, 'declawed': None, 'special_needs': False, 'shots_current': False}","{'children': None, 'dogs': None, 'cats': None}",[],twitter,My name is Twitter!I&amp;#39;m a puppy and I need lots of socializing and training! I&amp;#39;m still learning about life and...,[],adoptable,2020-01-08T03:06:15+0000,2020-01-08T03:06:15+0000,,"{'email': 'info@spcanevada.org', 'phone': '775-324-7773', 'address': {'address1': '4950 Spectrum Blvd', 'address2': None, 'city': 'Reno', 'state': 'NV', 'postcode': '89512', 'country': 'US'}}","{'self': {'href': '/v2/animals/47054106'}, 'type': {'href': '/v2/types/dog'}, 'organization': {'href': '/v2/organizations/nv16'}}"
14,47054107,NV16,https://www.petfinder.com/dog/eenie-47054107/nv/reno/spca-of-northern-nevada-nv16/?referrer_id=6f25b89d-d20b-416b-95e8-c6d156528f1b,Dog,Dog,"{'primary': 'German Shepherd Dog', 'secondary': 'Rottweiler', 'mixed': True, 'unknown': False}","{'primary': None, 'secondary': None, 'tertiary': None}",Baby,Female,Small,,"{'spayed_neutered': True, 'house_trained': False, 'declawed': None, 'special_needs': False, 'shots_current': False}","{'children': None, 'dogs': None, 'cats': None}",[],eenie,My name is Eenie!I&amp;#39;m a puppy and I need lots of socializing and training! I&amp;#39;m still learning about life and...,[],adoptable,2020-01-08T03:06:15+0000,2020-01-08T03:06:15+0000,,"{'email': 'info@spcanevada.org', 'phone': '775-324-7773', 'address': {'address1': '4950 Spectrum Blvd', 'address2': None, 'city': 'Reno', 'state': 'NV', 'postcode': '89512', 'country': 'US'}}","{'self': {'href': '/v2/animals/47054107'}, 'type': {'href': '/v2/types/dog'}, 'organization': {'href': '/v2/organizations/nv16'}}"
15,47054108,NV16,https://www.petfinder.com/dog/instagram-47054108/nv/reno/spca-of-northern-nevada-nv16/?referrer_id=6f25b89d-d20b-416b-95e8-c6d156528f1b,Dog,Dog,"{'primary': 'Labrador Retriever', 'secondary': 'Mixed Breed', 'mixed': True, 'unknown': False}","{'primary': None, 'secondary': None, 'tertiary': None}",Baby,Male,Small,,"{'spayed_neutered': True, 'house_trained': False, 'declawed': None, 'special_needs': False, 'shots_current': False}","{'children': None, 'dogs': None, 'cats': None}",[],instagram,My name is Instagram!I&amp;#39;m a puppy and I need lots of socializing and training! I&amp;#39;m still learning about life and...,[],adoptable,2020-01-08T03:06:15+0000,2020-01-08T03:06:15+0000,,"{'email': 'info@spcanevada.org', 'phone': '775-324-7773', 'address': {'address1': '4950 Spectrum Blvd', 'address2': None, 'city': 'Reno', 'state': 'NV', 'postcode': '89512', 'country': 'US'}}","{'self': {'href': '/v2/animals/47054108'}, 'type': {'href': '/v2/types/dog'}, 'organization': {'href': '/v2/organizations/nv16'}}"
16,47054104,NV16,https://www.petfinder.com/dog/meenie-47054104/nv/reno/spca-of-northern-nevada-nv16/?referrer_id=6f25b89d-d20b-416b-95e8-c6d156528f1b,Dog,Dog,"{'primary': 'German Shepherd Dog', 'secondary': 'Rottweiler', 'mixed': True, 'unknown': False}","{'primary': None, 'secondary': None, 'tertiary': None}",Baby,Female,Small,,"{'spayed_neutered': True, 'house_trained': False, 'declawed': None, 'special_needs': False, 'shots_current': False}","{'children': None, 'dogs': None, 'cats': None}",[],meenie,My name is Meenie!I&amp;#39;m a puppy and I need lots of socializing and training! I&amp;#39;m still learning about life and...,[],adoptable,2020-01-08T03:06:14+0000,2020-01-08T03:06:14+0000,,"{'email': 'info@spcanevada.org', 'phone': '775-324-7773', 'address': {'address1': '4950 Spectrum Blvd', 'address2': None, 'city': 'Reno', 'state': 'NV', 'postcode': '89512', 'country': 'US'}}","{'self': {'href': '/v2/animals/47054104'}, 'type': {'href': '/v2/types/dog'}, 'organization': {'href': '/v2/organizations/nv16'}}"
17,47054090,AZ09,https://www.petfinder.com/dog/ricky-47054090/az/phoenix/halo-animal-rescue-az09/?referrer_id=6f25b89d-d20b-416b-95e8-c6d156528f1b,Dog,Dog,"{'primary': 'Dachshund', 'secondary': 'Mixed Breed', 'mixed': True, 'unknown': False}","{'primary': None, 'secondary': None, 'tertiary': None}",Adult,Male,Medium,,"{'spayed_neutered': True, 'house_trained': False, 'declawed': None, 'special_needs': False, 'shots_current': False}","{'children': None, 'dogs': None, 'cats': None}",[],ricky,Some things to know about Ricky:-Would love an active family-Talkative-Treat motivated and ready to learn-Playful,[],adoptable,2020-01-08T03:06:13+0000,2020-01-08T03:06:13+0000,,"{'email': 'info@halorescue.org', 'phone': '602-971-9222   ', 'address': {'address1': None, 'address2': None, 'city': 'Phoenix', 'state': 'AZ', 'postcode': '85017', 'country': 'US'}}","{'self': {'href': '/v2/animals/47054090'}, 'type': {'href': '/v2/types/dog'}, 'organization': {'href': '/v2/organizations/az09'}}"
18,47054064,GA959,https://www.petfinder.com/dog/riley-47054064/ga/bishop/oconee-county-animal-services-shelter-ga959/?referrer_id=6f25b89d-d20b-416b-95e8-c6d156528f1b,Dog,Dog,"{'primary': 'Labrador Retriever', 'secondary': None, 'mixed': True, 'unknown': False}","{'primary': 'Black', 'secondary': None, 'tertiary': None}",Adult,Male,Medium,Short,"{'spayed_neutered': True, 'house_trained': False, 'declawed': None, 'special_needs': False, 'shots_current': True}","{'children': None, 'dogs': None, 'cats': None}",[],riley,Riley is truly a WONDERFUL dog.  He was surrendered at no fault of his own.  He is well behaved and...,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47054064/1/?bust=1578452397&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47054064/1/?bust=1578452397&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47054064/1/?bust=1578452397&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47054064/1/?bust=1578452397'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47054064/2/?bust=1578452400&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47054064/2/?bust=1578452400&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47054064/2/?bust=1578452400&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47054064/2/?bust=1578452400'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47054064/3/?bust=1578452401&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47054064/3/?bust=1578452401&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47054064/3/?bust=1578452401&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47054064/3/?bust=1578452401'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47054064/4/?bust=1578452403&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47054064/4/?bust=1578452403&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47054064/4/?bust=1578452403&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47054064/4/?bust=1578452403'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47054064/5/?bust=1578452422&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47054064/5/?bust=1578452422&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47054064/5/?bust=1578452422&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47054064/5/?bust=1578452422'}]",adoptable,2020-01-08T03:05:45+0000,2020-01-08T03:05:45+0000,,"{'email': 'friendsofocasga@gmail.com', 'phone': '(706) 769-3956', 'address': {'address1': '1171 Branch Rd', 'address2': None, 'city': 'Bishop', 'state': 'GA', 'postcode': '30621', 'country': 'US'}}","{'self': {'href': '/v2/animals/47054064'}, 'type': {'href': '/v2/types/dog'}, 'organization': {'href': '/v2/organizations/ga959'}}"
19,47054084,CT477,https://www.petfinder.com/dog/argee-47054084/ct/east-hartford/pack-leaders-dog-rescue-of-ct-ct477/?referrer_id=6f25b89d-d20b-416b-95e8-c6d156528f1b,Dog,Dog,"{'primary': 'Labrador Retriever', 'secondary': None, 'mixed': False, 'unknown': False}","{'primary': None, 'secondary': None, 'tertiary': None}",Baby,Female,Medium,,"{'spayed_neutered': False, 'house_trained': False, 'declawed': None, 'special_needs': False, 'shots_current': True}","{'children': True, 'dogs': True, 'cats': True}",['jana'],argee,"Skid, Spout, Ace, Bucky, Sokko, Gemma, Argee - 10 weeks, Lab Mix
They are happy healthy playful puppies. They love...","[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47054084/1/?bust=1578452686&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47054084/1/?bust=1578452686&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47054084/1/?bust=1578452686&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47054084/1/?bust=1578452686'}]",adoptable,2020-01-08T03:05:04+0000,2020-01-08T03:05:04+0000,,"{'email': 'packleadersrescueCT@gmail.com', 'phone': None, 'address': {'address1': '1026 Tolland Street', 'address2': None, 'city': 'East Hartford', 'state': 'CT', 'postcode': '06108', 'country': 'US'}}","{'self': {'href': '/v2/animals/47054084'}, 'type': {'href': '/v2/types/dog'}, 'organization': {'href': '/v2/organizations/ct477'}}"
